name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,group_plat,ventas_totales
empire earth iii,PC,2007,Strategy,0.0,0.03,0.0,0.01,50.0,28.0,T,pc,0.04
astro boy: the video game,PSP,2009,Action,0.04,0.0,0.0,0.0,60.0,,E10+,play,0.04
the sims 4: spa day,PC,2015,Simulation,0.0,0.04,0.0,0.0,,76.0,T,pc,0.04
hannspree ten kate honda: sbk superbike world championship,PSP,2007,Racing,0.03,0.0,0.0,0.0,,,E10+,play,0.03
game of thrones (telltale),PS3,2015,Adventure,0.02,0.02,0.0,0.01,,,,play,0.05
resident evil: operation raccoon city,PC,2012,Action,0.0,0.03,0.0,0.01,48.0,38.0,M,pc,0.04
hyperdimension neptunia victory ii,PS4,2015,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
free running,Wii,2009,Sports,0.02,0.02,0.0,0.0,,,T,nintendo,0.04
tsurugi no machi no ihoujin: kuro no kyuuden,PSV,2015,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
dreamfall: the longest journey,XB,2006,Adventure,0.03,0.01,0.0,0.0,73.0,88.0,M,xbox,0.04
tokimeki mahjong paradise: koi no tenpai beat,SAT,1995,Misc,0.0,0.0,0.04,0.0,,,,otros,0.04
blue roses: yousei to aoi hitomi no senshitachi,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
kidou gekidan haro ichiza gundam mahjong ds: oyaji nimo agarareta koto nai noni!,DS,2005,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
zatch bell! mamodo fury,GC,2005,Fighting,0.03,0.01,0.0,0.0,,,,nintendo,0.04
jasf: jane's advanced strike fighters,PC,2011,Simulation,0.02,0.01,0.0,0.0,48.0,31.0,T,pc,0.03
spongebob: heropants,3DS,2015,Platform,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
dora's big birthday adventure,PS2,2010,Misc,0.02,0.01,0.0,0.0,,,E,play,0.03
popstar guitar,PS2,2008,Misc,0.02,0.01,0.0,0.0,,,T,play,0.03
nhl blades of steel 2000,PS,1999,Sports,0.02,0.01,0.0,0.0,,,,play,0.03
outlaw volleyball remixed,PS2,2004,Sports,0.02,0.01,0.0,0.0,57.0,,M,play,0.03
corpse party: blood covered - repeated fear,3DS,2015,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
the adventures of darwin,PS2,2006,Strategy,0.01,0.0,0.03,0.0,53.0,,E10+,play,0.04
berserk and the band of the hawk,PS4,2016,Action,0.0,0.0,0.04,0.0,,,,play,0.04
just sing! vol 2,DS,2011,Misc,0.0,0.03,0.0,0.0,,,,nintendo,0.03
klonoa heroes: densetsu no star medal,GBA,2002,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
pajama sam: you are what you eat from your head to your feet,PS,2001,Adventure,0.02,0.01,0.0,0.0,,,,play,0.03
metal gear solid v: the definitive experience,PS4,2016,Action,0.01,0.02,0.01,0.0,,78.0,M,play,0.04
jewel quest mysteries 2: trail of the midnight heart,DS,2011,Puzzle,0.0,0.03,0.0,0.0,,,,nintendo,0.03
brothers in arms ds,DS,2007,Shooter,0.03,0.0,0.0,0.0,72.0,80.0,T,nintendo,0.03
gal gun: double peace,PSV,2015,Action,0.0,0.02,0.01,0.01,,81.0,M,play,0.04
warhammer: dark omen,PS,1998,Strategy,0.02,0.01,0.0,0.0,,,,play,0.03
denki blocks!,GBA,2001,Puzzle,0.03,0.01,0.0,0.0,,,,nintendo,0.04
mobile suit gundam: mokuba no kiseki,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
off-road drive,PC,2011,Racing,0.0,0.03,0.0,0.0,60.0,64.0,,pc,0.03
a ressha de ikou ds,DS,2009,Simulation,0.0,0.0,0.04,0.0,,,,nintendo,0.04
harukanaru toki no naka de 4: aizouban,PSP,2010,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
ballistic,PS,1999,Puzzle,0.02,0.01,0.0,0.0,,,,play,0.03
colin mcrae rally 3,XB,2002,Racing,0.03,0.01,0.0,0.0,86.0,74.0,E,xbox,0.04
city builder,Wii,2010,Misc,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
don bradman cricket 14,XOne,2015,Sports,0.0,0.04,0.0,0.0,,,,xbox,0.04
tmnt,DS,2007,Action,0.03,0.01,0.0,0.0,42.0,22.0,E10+,nintendo,0.04
gundam battle online,DC,2001,Action,0.0,0.0,0.04,0.0,,,,otros,0.04
shonen jump's one piece: grand adventure,GC,2006,Fighting,0.03,0.01,0.0,0.0,,,,nintendo,0.04
natgeo challenge! wild life,Wii,2010,Misc,0.03,0.0,0.0,0.0,,,,nintendo,0.03
holly hobbie & friends,DS,2007,Misc,0.04,0.0,0.0,0.0,,,,nintendo,0.04
stolen,PS2,2005,Action,0.02,0.01,0.0,0.0,51.0,74.0,T,play,0.03
glacier2,Wii,2009,Racing,0.04,0.0,0.0,0.0,,,,nintendo,0.04
gitaroo man lives!,PSP,2006,Misc,0.03,0.0,0.0,0.0,,,,play,0.03
stoked: big air edition,X360,2009,Sports,0.02,0.02,0.0,0.0,72.0,77.0,T,xbox,0.04
heathcliff! frantic foto,DS,2010,Misc,0.04,0.0,0.0,0.0,,,,nintendo,0.04
memories off 6: t-wave,PS2,2008,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
lego jurassic world,PC,2015,Action,0.0,0.04,0.0,0.0,72.0,71.0,E10+,pc,0.04
pro race driver,XB,2003,Racing,0.03,0.01,0.0,0.0,80.0,75.0,T,xbox,0.04
famicom remix best choice,3DS,2015,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
ide yosuke no mahjong kazoku,PS,1995,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
jig-a-pix: pets,DS,2009,Puzzle,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
r-type command (correct us sales),PSP,2007,Strategy,0.04,0.0,0.0,0.0,,,,play,0.04
quiz mobile gundam: toi senshi dx,PSP,2006,Puzzle,0.0,0.0,0.04,0.0,,,,play,0.04
et the extra-terrestrial: interplanetary mission,PS,2001,Platform,0.02,0.01,0.0,0.0,,,,play,0.03
story hour: fairy tales,Wii,2008,Adventure,0.04,0.0,0.0,0.0,,,E,nintendo,0.04
the movies,PC,2005,Simulation,0.01,0.03,0.0,0.01,84.0,83.0,T,pc,0.05
countdown vampires,PS,1999,Adventure,0.02,0.01,0.0,0.0,41.0,,M,play,0.03
dynasty warriors vol 2 (jp sales),PSP,2006,Action,0.0,0.0,0.04,0.0,,,,play,0.04
crypt killer,PS,1997,Shooter,0.02,0.01,0.0,0.0,,,,play,0.03
tokumei sentai go-busters,DS,2012,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
dramatic soccer game: nippon daihyou senshu ninarou!,PS2,2002,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
the idolm@ster: must songs - red board / blue board,PSV,2015,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
fifa world cup germany 2006,DS,2006,Sports,0.03,0.0,0.0,0.0,71.0,72.0,E,nintendo,0.03
train simulator 2016,PC,2015,Simulation,0.0,0.04,0.0,0.0,,40.0,E,pc,0.04
po'ed,PS,1996,Shooter,0.02,0.01,0.0,0.0,,,,play,0.03
battle hunter,PS,1999,Strategy,0.02,0.01,0.0,0.0,,,,play,0.03
wicked monster blast!,Wii,2011,Shooter,0.03,0.0,0.0,0.0,,,,nintendo,0.03
adidas power soccer,PS,1996,Sports,0.02,0.01,0.0,0.0,,,,play,0.03
supreme commander: forged alliance,PC,2007,Strategy,0.01,0.02,0.0,0.0,81.0,89.0,E10+,pc,0.03
darklight conflict,PS,1997,Simulation,0.02,0.01,0.0,0.0,,,,play,0.03
shin hayarigami,PS3,2014,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
warriors orochi 3,XOne,2014,Action,0.01,0.03,0.0,0.0,,,,xbox,0.04
dragon ball: advanced adventure,GBA,2004,Action,0.03,0.01,0.0,0.0,75.0,85.0,E10+,nintendo,0.04
art of fighting 3: the path of the warrior,NG,1996,Fighting,0.0,0.0,0.04,0.0,,,,otros,0.04
i'm a celebrity: get me out of here!,DS,2009,Misc,0.0,0.04,0.0,0.0,,,,nintendo,0.04
the ripping friends,GBA,2002,Action,0.03,0.01,0.0,0.0,38.0,,E,nintendo,0.04
konami arcade classics,PS,1999,Misc,0.02,0.01,0.0,0.0,,,,play,0.03
hunter x hunter: wonder adventure,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
lost planet 3,PC,2013,Shooter,0.0,0.04,0.0,0.0,61.0,62.0,T,pc,0.04
super army war,GBA,2005,Action,0.03,0.01,0.0,0.0,58.0,,T,nintendo,0.04
ao no exorcist: genkoku no labyrinth,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
echo night beyond,PS2,2004,Adventure,0.02,0.01,0.0,0.0,60.0,88.0,T,play,0.03
meteos: disney magic,DS,2007,Puzzle,0.01,0.02,0.0,0.0,74.0,66.0,E,nintendo,0.03
minna no chizu,PSP,2006,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
doom ii: hell on earth,GBA,2002,Shooter,0.03,0.01,0.0,0.0,,,,nintendo,0.04
taikou risshiden v,PSP,2009,Strategy,0.0,0.0,0.04,0.0,,,,play,0.04
jikkyou powerful major league,GC,2006,Sports,0.0,0.0,0.04,0.0,,,,nintendo,0.04
nascar heat evolution,XOne,2016,Racing,0.03,0.0,0.0,0.0,,16.0,E,xbox,0.03
suzumiya haruhi no tsuisou,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
beyblade evolution,3DS,2013,Action,0.02,0.01,0.0,0.0,49.0,63.0,E,nintendo,0.03
ar nosurge: ode to an unborn star,PSV,2014,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
evolution skateboarding,GC,2002,Sports,0.03,0.01,0.0,0.0,44.0,,T,nintendo,0.04
castlevania: lords of shadow 2,PC,2014,Action,0.01,0.03,0.0,0.0,58.0,77.0,M,pc,0.04
greg hastings' tournament paintball max'd,DS,2006,Shooter,0.03,0.0,0.0,0.0,39.0,74.0,E10+,nintendo,0.03
jikkyou world soccer 2002,PS2,2002,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
sleepover party,Wii,2009,Misc,0.03,0.0,0.0,0.0,,,,nintendo,0.03
halo: combat evolved,PC,2003,Shooter,0.02,0.02,0.0,0.0,83.0,74.0,M,pc,0.04
tenshou gakuen gekkouroku,PS2,2006,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
exist archive: the other side of the sky,PS4,2015,Role-Playing,0.01,0.0,0.03,0.0,69.0,79.0,T,play,0.04
ski-doo snowmobile challenge,X360,2009,Racing,0.03,0.0,0.0,0.0,,,E,xbox,0.03
little red riding hood's zombie bbq,DS,2008,Shooter,0.03,0.0,0.0,0.0,68.0,73.0,T,nintendo,0.03
aquanaut's holiday: kakusareta kiroku,PS3,2008,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
ragnarok odyssey,PS3,2014,Role-Playing,0.03,0.0,0.0,0.01,,,,play,0.04
texas hold 'em poker ds,DS,2005,Misc,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
big mutha truckers,GBA,2005,Racing,0.03,0.01,0.0,0.0,,,,nintendo,0.04
magical starsign (jp sales),DS,2006,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
assassin's creed chronicles: china,PS4,2015,Action,0.0,0.03,0.0,0.01,69.0,64.0,T,play,0.04
dt carnage,PSP,2009,Racing,0.03,0.0,0.0,0.0,,,E10+,play,0.03
worms: ultimate mayhem,PC,2011,Strategy,0.0,0.03,0.0,0.0,66.0,78.0,E10+,pc,0.03
rugby 08,PS2,2007,Sports,0.02,0.01,0.0,0.0,74.0,74.0,E,play,0.03
gopets: vacation island,DS,2008,Simulation,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
pia carrot e youkoso!! 25,DC,2008,Adventure,0.0,0.0,0.04,0.0,,,,otros,0.04
caesar iv,PC,2006,Strategy,0.0,0.03,0.0,0.01,74.0,76.0,E10+,pc,0.04
sherlock holmes: secret of the silver earring,Wii,2010,Adventure,0.0,0.03,0.0,0.0,,,,nintendo,0.03
ferrari challenge trofeo pirelli,PS3,2008,Racing,0.0,0.03,0.0,0.01,71.0,62.0,E,play,0.04
cy girls,PS2,2004,Action,0.02,0.01,0.0,0.0,53.0,88.0,M,play,0.03
ray gigant,PSV,2015,Role-Playing,0.0,0.0,0.04,0.0,72.0,81.0,T,play,0.04
apb reloaded,PC,2011,Role-Playing,0.02,0.01,0.0,0.0,56.0,57.0,M,pc,0.03
the sum of all fears,GBA,2002,Shooter,0.03,0.01,0.0,0.0,69.0,,T,nintendo,0.04
da capo i & ii plus situation portable,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
winning post 8 ,PSV,2014,Racing,0.0,0.0,0.04,0.0,,,,play,0.04
hisshou pachinko*pachi-slot kouryaku series ds vol 5: shinseiki evangelion - tamashii no kiseki,DS,2010,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
bubble bobble double shot,DS,2007,Puzzle,0.03,0.0,0.0,0.0,50.0,48.0,E,nintendo,0.03
bionicle heroes,Wii,2007,Shooter,0.03,0.0,0.0,0.0,52.0,58.0,E10+,nintendo,0.03
harry potter and the order of the phoenix,PC,2007,Action,0.0,0.03,0.0,0.0,63.0,71.0,E10+,pc,0.03
minority report: everybody runs,GBA,2002,Action,0.03,0.01,0.0,0.0,54.0,,T,nintendo,0.04
monster hunter frontier online: season 90,X360,2010,Role-Playing,0.0,0.0,0.04,0.0,,,,xbox,0.04
core,DS,2009,Shooter,0.03,0.0,0.0,0.0,44.0,69.0,M,nintendo,0.03
garfield: the search for pooky,GBA,2003,Platform,0.03,0.01,0.0,0.0,,,,nintendo,0.04
galaxy fight,SAT,1994,Fighting,0.0,0.0,0.04,0.0,,,,otros,0.04
super hero generation,PSV,2014,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
chaos wars,PS2,2006,Strategy,0.0,0.0,0.04,0.0,64.0,69.0,T,play,0.04
steambot chronicles,PS2,2005,Role-Playing,0.02,0.01,0.0,0.0,74.0,82.0,T,play,0.03
mr driller,PS,1999,Puzzle,0.02,0.01,0.0,0.0,,,,play,0.03
toki no kizuna: sekigahara kitan,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
norn9: norn + nonette,PSP,2013,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
simple ds series vol 15: the kanshikikan 2 - aratanaru 8-tsu no jiken wo touch seyo,DS,2007,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
gumby vs the astrobots,GBA,2005,Action,0.03,0.01,0.0,0.0,63.0,,E,nintendo,0.04
hisshou pachinko*pachi-slot kouryaku series vol 13: shinseiki evangelion - yakusoku no toki,PS2,2008,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
scaler,GC,2004,Platform,0.03,0.01,0.0,0.0,69.0,73.0,E,nintendo,0.04
summer challenge: athletics tournament,PS3,2011,Sports,0.0,0.03,0.0,0.01,,,,play,0.04
chaos;head noah,X360,2009,Adventure,0.0,0.0,0.04,0.0,,,,xbox,0.04
scarface: the world is yours,PC,2006,Action,0.01,0.02,0.0,0.0,73.0,75.0,M,pc,0.03
tears to tiara anecdotes: the secret of avalon,PS3,2009,Strategy,0.0,0.0,0.04,0.0,,,,play,0.04
legasista,PS3,2012,Role-Playing,0.0,0.0,0.04,0.0,68.0,63.0,T,play,0.04
fatal fury: battle archives volume 1,PS2,2006,Fighting,0.02,0.01,0.0,0.0,68.0,83.0,T,play,0.03
logic machines,DS,2009,Puzzle,0.03,0.0,0.0,0.0,,,,nintendo,0.03
harry potter and the prisoner of azkaban,PC,2004,Action,0.0,0.03,0.0,0.0,67.0,72.0,E,pc,0.03
nobunaga's ambition ii,3DS,2015,Strategy,0.0,0.0,0.04,0.0,,,,nintendo,0.04
harukanaru toki no naka de 3: unmei no meikyuu aizouban,PSP,2009,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
outrun 2006: coast 2 coast,PSP,2006,Racing,0.03,0.01,0.0,0.0,82.0,81.0,E,play,0.04
nobunaga's ambition: sphere of influence - sengoku risshiden,PS3,2016,Misc,0.0,0.0,0.04,0.0,,,,play,0.04
rhapsody: a musical adventure,PS,1998,Role-Playing,0.02,0.01,0.0,0.0,,,,play,0.03
fading shadows,PSP,2008,Puzzle,0.03,0.0,0.0,0.0,62.0,,E,play,0.03
music maker: rockstar,PS2,2009,Misc,0.02,0.01,0.0,0.0,,,,play,0.03
smashing drive,XB,2002,Racing,0.03,0.01,0.0,0.0,42.0,,T,xbox,0.04
"minna de jibun no setsumeisho: b-kata, a-kata, ab-kata, o-kata",DS,2008,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
without warning,PS2,2005,Shooter,0.02,0.01,0.0,0.0,45.0,65.0,M,play,0.03
formula 1 06,PS2,2006,Racing,0.0,0.0,0.04,0.0,,,,play,0.04
fighting vipers 2,DC,2000,Fighting,0.0,0.0,0.04,0.0,,,,otros,0.04
teenage mutant ninja turtles 3: mutant nightmare,XB,2005,Action,0.03,0.01,0.0,0.0,56.0,,E10+,xbox,0.04
richard burns rally,PC,2004,Racing,0.0,0.03,0.0,0.01,,,,pc,0.04
napoleon dynamite: the game,PSP,2007,Puzzle,0.03,0.0,0.0,0.0,37.0,46.0,E10+,play,0.03
beatdown: fists of vengeance,XB,2005,Action,0.03,0.01,0.0,0.0,,,,xbox,0.04
saints row 2,PC,2009,Action,0.0,0.03,0.0,0.01,72.0,68.0,M,pc,0.04
enchanted arms (jp sales),PS3,2007,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
trine 2,PC,2011,Platform,0.0,0.03,0.0,0.01,84.0,84.0,E10+,pc,0.04
monster force,GBA,2002,Shooter,0.03,0.01,0.0,0.0,65.0,,E,nintendo,0.04
onsei kanjou sokuteiki: kokoro scan,DS,2007,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
sid meier's railroads!,PC,2006,Simulation,0.01,0.03,0.0,0.0,,,,pc,0.04
clock zero: shuuen no ichibyou portable,PSP,2011,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
trick x logic: season 2,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
san goku shi ds 3,DS,2010,Strategy,0.0,0.0,0.04,0.0,,,,nintendo,0.04
hakuouki: zuisouroku,PS2,2009,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
world championship pool 2004,XB,2003,Sports,0.03,0.01,0.0,0.0,67.0,,E,xbox,0.04
derby tsuku 5: derby uma o tsukurou!,PS2,2006,Sports,0.0,0.0,0.04,0.0,,,,play,0.04
jikkyou powerful major league 2009,Wii,2009,Sports,0.0,0.0,0.04,0.0,,,,nintendo,0.04
teenage zombies: invasion of the alien brain thingys,DS,2008,Adventure,0.03,0.0,0.0,0.0,67.0,82.0,E10+,nintendo,0.03
sd gundam force: showdown!,PS2,2004,Shooter,0.02,0.01,0.0,0.0,,,,play,0.03
the treasures of montezuma,DS,2010,Puzzle,0.02,0.01,0.0,0.0,,,E,nintendo,0.03
negima!? 3-jikanme ~koi to mahou to sekaiju densetsu~,PS2,2006,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
flow: urban dance uprising,PS2,2005,Misc,0.02,0.01,0.0,0.0,65.0,,T,play,0.03
ailu de puzzle,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
real soccer 2008,DS,2007,Sports,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
transport fever,PC,2016,Simulation,0.0,0.03,0.0,0.0,70.0,70.0,,pc,0.03
true pinball,PS,1996,Misc,0.02,0.01,0.0,0.0,,,,play,0.03
homefront: the revolution,PC,2016,Shooter,0.01,0.02,0.0,0.0,54.0,35.0,M,pc,0.03
stadium games,GBA,2003,Sports,0.03,0.01,0.0,0.0,,,,nintendo,0.04
rlh: run like hell,XB,2003,Shooter,0.03,0.01,0.0,0.0,55.0,80.0,M,xbox,0.04
power play pool,DS,2006,Sports,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
j-league pro striker 2,GEN,1994,Sports,0.0,0.0,0.04,0.0,,,,otros,0.04
obscure,XB,2004,Adventure,0.03,0.01,0.0,0.0,66.0,84.0,M,xbox,0.04
mahjong taikai,DS,2004,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
super robot taisen: scramble commander the 2nd,PS2,2007,Strategy,0.0,0.0,0.04,0.0,,,,play,0.04
just dance 2017,XOne,2016,Misc,0.03,0.0,0.0,0.0,75.0,80.0,E10+,xbox,0.03
just dance 2017,X360,2016,Misc,0.02,0.02,0.0,0.0,,,E10+,xbox,0.04
stranger of sword city,PSV,2015,Role-Playing,0.02,0.0,0.0,0.01,71.0,80.0,T,play,0.03
jane's hotel,DS,2010,Simulation,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
espgaluda ii black label,X360,2010,Shooter,0.0,0.0,0.04,0.0,,,,xbox,0.04
hot potato!,GBA,2001,Action,0.03,0.01,0.0,0.0,,,,nintendo,0.04
the croods: prehistoric party!,3DS,2013,Misc,0.01,0.02,0.0,0.0,,,,nintendo,0.03
world of goo,PC,2008,Puzzle,0.0,0.03,0.0,0.01,90.0,85.0,E,pc,0.04
kiniro no corda 2 f,PSP,2009,Role-Playing,0.0,0.0,0.04,0.0,,,,play,0.04
pro evolution soccer 2017,X360,2016,Sports,0.01,0.02,0.0,0.0,,65.0,E,xbox,0.03
world in conflict: complete edition,PC,2009,Strategy,0.0,0.03,0.0,0.01,,,T,pc,0.04
deception iii: dark delusion,PS,1999,Role-Playing,0.02,0.01,0.0,0.0,,,,play,0.03
ultimate game room,DS,2009,Misc,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
warhammer: the end times - vermintide,PS4,2016,Action,0.01,0.02,0.0,0.01,,,,play,0.04
doramoji: nobita no kanji daisakusen,3DS,2015,Misc,0.0,0.0,0.04,0.0,,,,nintendo,0.04
secret files 2: puritas cordis,PC,2009,Adventure,0.0,0.03,0.0,0.0,64.0,71.0,T,pc,0.03
cook wars,Wii,2009,Misc,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
monster kingdom: jewel summoner,PSP,2006,Role-Playing,0.0,0.0,0.04,0.0,66.0,68.0,T,play,0.04
railroad tycoon 3,PC,2003,Strategy,0.0,0.03,0.0,0.0,80.0,77.0,E,pc,0.03
kuroshitsuji: phantom & ghost,DS,2009,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
zoo hospital,DS,2007,Simulation,0.03,0.0,0.0,0.0,53.0,,E,nintendo,0.03
fushigi no dungeon: fuurai no shiren 5 - fortune tower to unmei no dice,DS,2010,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
macross ? scramble,PSV,2016,Action,0.0,0.0,0.04,0.0,,,,play,0.04
sudoku ball detective,Wii,2009,Puzzle,0.02,0.01,0.0,0.0,,,E10+,nintendo,0.03
the ant bully,GBA,2006,Platform,0.03,0.01,0.0,0.0,,,E,nintendo,0.04
shin koihime musou: otome ryouran * sangokushi engi - shu-hen,PSP,2010,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
sega arcade gallery,GBA,2003,Misc,0.03,0.01,0.0,0.0,70.0,,E,nintendo,0.04
tao adventure: curse demon,DS,2005,Role-Playing,0.03,0.0,0.0,0.0,,,,nintendo,0.03
"my world, my way (us sales)",DS,2008,Role-Playing,0.04,0.0,0.0,0.0,,,,nintendo,0.04
stalker: clear sky,PC,2008,Shooter,0.0,0.03,0.0,0.01,75.0,77.0,M,pc,0.04
black stone: magic & steel,XB,2003,Role-Playing,0.03,0.01,0.0,0.0,,,,xbox,0.04
nhra drag racing: countdown to the championship,PS2,2007,Racing,0.02,0.01,0.0,0.0,,,,play,0.03
sins of a solar empire: trinity,PC,2010,Strategy,0.0,0.03,0.0,0.01,,79.0,T,pc,0.04
bratz kidz,DS,2008,Misc,0.03,0.0,0.0,0.0,,,E,nintendo,0.03
harukanaru toki no naka de: maihitoyo,PS2,2006,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
painkiller: hell wars,XB,2006,Shooter,0.03,0.01,0.0,0.0,68.0,74.0,M,xbox,0.04
my hero academia: battle for all,3DS,2016,Action,0.0,0.0,0.04,0.0,,,,nintendo,0.04
funkmaster flex's digital hitz factory,PS2,2003,Misc,0.02,0.01,0.0,0.0,71.0,89.0,E,play,0.03
double value!: atv thunder ridge riders / monster trucks mayhem,DS,2007,Racing,0.03,0.0,0.0,0.0,,,,nintendo,0.03
greg hastings paintball 2,PS3,2010,Shooter,0.03,0.0,0.0,0.0,46.0,,E10+,play,0.03
sangoku koi senki: otome no heihou!,PSP,2012,Adventure,0.0,0.0,0.04,0.0,,,,play,0.04
castlevania bloodlines,GEN,1994,Platform,0.0,0.0,0.04,0.0,,,,otros,0.04
hakuouki: zuisouroku ds,DS,2011,Adventure,0.0,0.0,0.04,0.0,,,,nintendo,0.04
detective conan: prelude from the past,PSP,2012,Action,0.0,0.0,0.04,0.0,,,,play,0.04
100 classic games,DS,2011,Misc,0.0,0.03,0.0,0.0,,,,nintendo,0.03
luminous arc 3,DS,2009,Role-Playing,0.0,0.0,0.04,0.0,,,,nintendo,0.04
adventure time: explore the dungeon because i don't know!,WiiU,2013,Action,0.02,0.01,0.0,0.0,,,,nintendo,0.03
world in conflict,PC,2007,Strategy,0.0,0.03,0.0,0.01,89.0,81.0,T,pc,0.04
xblaze code: embryo,PS3,2013,Adventure,0.02,0.0,0.01,0.01,,71.0,M,play,0.04
the legend of heroes: trails in the sky sc evolution,PSV,2015,Role-Playing,0.0,0.0,0.03,0.0,,,,play,0.03
fabstyle,3DS,2011,Strategy,0.0,0.0,0.03,0.0,,,,nintendo,0.03
rebel raiders: operation nighthawk,PS2,2006,Simulation,0.02,0.01,0.0,0.0,53.0,,E10+,play,0.03
astrology ds,DS,2009,Misc,0.03,0.0,0.0,0.0,,,,nintendo,0.03
zenkoku dekotora matsuri,Wii,2008,Racing,0.0,0.0,0.03,0.0,,,,nintendo,0.03
cooking mama: my sweets shop,3DS,2014,Simulation,0.0,0.0,0.03,0.0,,,,nintendo,0.03
super battle for money sentouchuu: kyuukyoku no shinobu to battle player choujou kessen!,3DS,2016,Action,0.0,0.0,0.03,0.0,,,,nintendo,0.03
alienators: evolution continues,GBA,2001,Action,0.03,0.01,0.0,0.0,54.0,,E,nintendo,0.04
onechanbara z kagura,PS3,2013,Action,0.0,0.0,0.03,0.0,,,,play,0.03
dead or alive xtreme 3: venus,PSV,2016,Sports,0.0,0.0,0.03,0.0,,,,play,0.03
gekiatsu!! pachi game tamashi: cr evangelion - hajimari no fukuin,PS3,2010,Misc,0.0,0.0,0.03,0.0,,,,play,0.03
pro cycling manager 2016,PC,2016,Sports,0.0,0.03,0.0,0.0,64.0,48.0,,pc,0.03
pirates: duels on the high seas,DS,2008,Action,0.03,0.0,0.0,0.0,50.0,,E,nintendo,0.03
mx world tour featuring jamie little,XB,2005,Racing,0.03,0.01,0.0,0.0,51.0,,E,xbox,0.04
pripara mezameyo! megami no dress design,3DS,2016,Action,0.0,0.0,0.03,0.0,,,,nintendo,0.03
tomb raider: anniversary,PC,2007,Action,0.0,0.03,0.0,0.01,83.0,81.0,T,pc,0.04
sengoku basara: sanada yukimura-den,PS4,2016,Action,0.0,0.0,0.03,0.0,,,,play,0.03
marines: modern urban combat,Wii,2010,Shooter,0.03,0.0,0.0,0.0,,,T,nintendo,0.03
infamous: first light,PS4,2014,Action,0.0,0.03,0.0,0.0,73.0,75.0,T,play,0.03
